Source,Destination,Distance,Fuel Consumption,Cost
MCO,ELP,2530,11826.35,50541.55
TPA,RDU,2982,14559.92,53847.55
SAN,DEN,1649,9030.28,38268.74
CVG,SYR,790,3807.47,13802.26
SJU,SDF,1942,9628.29,42362.57
BNA,MCO,1629,8941.67,35789.52
DTW,OKC,2510,13280.26,54015.42
BDL,BOI,794,4223.36,18551.34
BUF,ALB,1390,7308.72,27111.36
JFK,GRR,660,3405.35,14516.31
MSP,DCA,2268,11386.55,43274.08
OGG,JFK,1160,5491.01,23848.96
BWI,DEN,440,2414.97,9104.22
HOU,CHS,677,3542.91,15177.99
DFW,IND,1404,6727.98,26583.55
CVG,MSP,1860,9129.04,33257.87
BUF,BWI,2342,12346.2,49769.97
GSO,LAX,865,4609.29,17966.8
SAN,PSP,3175,17168.32,66483.92
OKC,HOU,819,4338.51,16073.76
RSW,SEA,582,2867.42,10811.08
SDF,BUR,423,1993.85,8409.25
MSY,BUR,3215,16033.67,68414.87
STL,IAD,3293,14883.9,56525.4
GRR,HOU,2906,13906.02,57813.4
TUL,SJU,3047,15126.91,60729.79
SLC,DAL,1627,7367.28,29552.82
LGA,MSP,721,3376.13,12242.62
AUS,TUL,1087,5437.04,19811.44
PHX,DSM,2497,12096.31,50563.99
DTW,RSW,1445,7695.24,30853.12
PHX,ANC,3318,16255.9,67834.46
DAL,RIC,3206,15652.87,61874.1
DEN,ROC,2000,9033.99,38381.65
MKE,SDF,1881,9107.48,39752.35
MCO,LGA,630,3010.27,13006.24
HNL,ORF,2178,11223.17,41640.34
GRR,MSY,2571,14033.7,60739.15
ROC,HOU,2158,11422.06,49042.7
IND,SLC,2476,11915.13,51899.0
SAN,DFW,702,3842.93,16578.61
LAS,BUF,775,4032.27,15390.37
SJU,CLT,1069,5692.68,23644.31
ROC,PHX,3169,16478.6,68705.69
SEA,DFW,1583,8035.84,31681.77
DCA,TUS,1894,10393.64,44586.33
STL,HOU,975,4987.37,17988.6
DSM,ANC,1260,6854.65,25511.46
SLC,ONT,2428,13323.55,57673.88
SEA,ATL,2742,12412.75,51196.85
SNA,MCO,2634,12378.94,48759.42
IND,OMA,3063,15556.86,58269.49
DEN,PHL,1161,5534.7,23215.03
TPA,SJC,652,3317.02,14098.03
PVD,MHT,2558,13960.69,55844.3
SMF,PHX,1370,7016.91,26042.45
LAS,ORD,2124,9860.65,42456.08
OMA,SFO,3313,18198.03,75279.9
PIT,DEN,2928,13392.87,56686.58
ATL,LAS,2992,13678.94,53648.5
CVG,ORD,1238,6500.73,25977.71
ATL,HNL,3299,15143.17,55125.77
SAT,CVG,1172,6148.95,23726.81
BNA,RIC,1331,6017.3,25233.18
IND,ATL,1213,6361.67,25198.71
IND,SJC,2411,12772.21,49827.54
TPA,MDW,1454,7897.52,30000.94
MIA,BNA,462,2516.87,10784.28
TUS,RNO,1773,9360.04,35994.86
TUS,LAS,484,2297.75,8527.23
BDL,HNL,2469,13533.32,48768.93
JFK,DCA,362,1630.17,6022.16
RIC,ELP,1023,5192.44,19019.05
IND,MSP,2317,12614.19,48652.78
MCI,DSM,3037,15692.27,58491.66
MSY,ROC,754,3816.94,15451.48
TUL,LAS,895,4056.53,14780.64
BUF,ANC,2309,11507.84,49288.65
PHX,BWI,1012,4793.42,17759.91
LAS,ALB,3060,14591.48,61494.16
RDU,PBI,497,2650.15,9573.91
STL,ABQ,1072,4906.7,20000.89
PSP,ALB,2256,11596.46,42293.52
ABQ,BUF,2176,11930.66,45781.14
SEA,SJC,1967,9602.3,37151.15
MKE,PBI,3287,15895.84,58831.4
ORD,CHS,2477,13077.89,53354.4
PIT,SJC,1051,4872.79,19065.13
SYR,MSP,894,4260.03,16835.26
PIT,SJU,2751,13335.34,54505.35
SFO,DFW,1517,8113.13,35512.34
HOU,ORD,2425,11277.92,45987.85
BDL,MIA,1633,8374.41,33007.31
ABQ,MIA,2769,14425.91,60234.33
DEN,ORD,2522,12038.37,46895.14
ABQ,SAN,2851,13276.12,55868.99
ANC,OMA,3179,16864.32,61303.02
EWR,CHS,1992,8968.12,35618.33
PHX,PVD,1155,5637.61,21154.57
ROC,SLC,2684,14292.08,60381.23
LGA,SJU,2762,14398.47,59595.38
HOU,BOI,3237,15150.56,65123.88
ORD,PBI,2964,15948.98,61884.66
IAH,DSM,2751,14918.75,56586.62
IAD,FLL,2671,12491.43,53484.0
ORF,OAK,2442,12260.38,44681.3
IAH,JFK,821,4003.14,17564.67
BDL,DFW,1659,7677.37,32206.45
CLE,LAS,2958,15492.39,59958.16
BUR,PHL,1548,7260.76,28075.05
MKE,BUF,461,2493.48,10477.88
MSP,STL,1175,6164.54,22268.38
CLE,LAS,3364,18259.19,78675.34
CVG,ALB,1406,6383.91,26301.19
JAX,ATL,3462,18207.65,70091.23
LGA,PHX,2488,13646.53,56966.07
GSO,MDW,3001,16292.49,66662.31
ORF,RNO,1909,8734.59,34489.46
ELP,BUF,1925,9613.47,40384.6
MHT,RSW,2869,14305.35,58164.05
HNL,DSM,2052,10302.93,43313.46
ROC,SJC,364,1690.19,7429.56
FLL,CVG,636,3321.21,12474.08
BOS,OGG,2471,11496.43,44072.04
PSP,ELP,908,4844.0,18723.43
TUS,HOU,590,3010.92,11204.78
LAS,RSW,1663,8495.45,35890.13
RNO,JAX,2399,10973.7,40066.98
BNA,LIH,2009,9708.98,40387.2
RSW,BOS,2729,13209.14,56851.2
SLC,MCO,1323,6588.0,26198.0
DEN,BWI,310,1500.98,6103.01
DSM,ELP,582,2875.09,10508.93
BNA,ROC,1833,9989.19,38038.2
MSP,RSW,3245,15073.26,57977.3
ALB,MKE,677,3354.91,13035.79
SMF,SYR,1503,7674.89,33020.17
AUS,PHX,1504,7134.4,29738.09
PBI,SNA,2902,14587.52,60499.62
BOS,ONT,634,3052.43,12715.65
DFW,IND,1804,9196.81,39257.93
BUF,DFW,1802,9872.62,40204.42
SLC,BOS,875,4379.99,18685.9
FLL,CVG,3428,17127.17,66391.13
OGG,CLT,1284,6880.41,26903.32
BDL,EWR,831,4222.66,18404.87
ONT,GSO,3453,16099.29,58446.52
SAT,ANC,772,3963.69,15510.07
LGA,DFW,1177,5417.28,20204.83
PIT,DEN,1501,7719.78,32016.14
SJC,ANC,829,4550.45,19400.91
ANC,DFW,2177,10860.59,47324.71
TPA,EWR,1453,7874.38,31225.14
DAL,RIC,309,1523.66,6370.85
AUS,ONT,2661,12690.2,54828.15
MHT,EWR,1613,8719.3,32820.84
FLL,MKE,1964,9377.47,38308.09
CHS,LAS,2059,10134.3,37744.41
RSW,ONT,1441,7878.27,30910.66
ABQ,SDF,872,3993.6,16993.72
BUR,JAX,1840,8490.12,36947.36
RIC,CLE,1554,8082.24,31994.54
RSW,HNL,2394,11387.45,41516.13
PVD,SEA,2073,10718.27,38982.56
MKE,ALB,779,3801.15,16642.79
SLC,MIA,2270,10562.51,43388.52
RSW,OKC,747,3596.07,13450.51
DFW,OAK,1674,7661.56,33124.06
RSW,MKE,1883,9609.85,36245.39
CHS,PIT,2808,13690.22,57578.8
RNO,PBI,1435,6872.41,28030.37
IAD,PHX,3160,16499.44,64678.49
BDL,HOU,2171,11244.11,47073.55
SMF,PIT,2499,11642.93,50163.46
ORD,SLC,881,4345.87,18878.75
MKE,MDW,3439,18371.35,80219.17
PDX,PIT,2722,14673.82,60148.07
SMF,IAH,1955,8999.54,37567.57
ONT,IAH,1373,6579.22,25889.74
ALB,IAH,2796,15217.29,66745.7
RNO,OKC,1855,9263.89,34028.92
BOS,SDF,3258,17767.66,67705.13
PVD,LAX,681,3262.01,13596.67
SDF,ALB,632,2946.89,11037.14
MHT,LIH,2086,9999.26,36156.45
BOS,CLE,3151,15207.25,59517.92
SJU,MSY,3270,15786.91,63673.88
JFK,TUS,1608,8207.7,34713.12
PHX,MSY,3183,15925.86,60509.51
OMA,IAH,767,3551.35,14459.43
ORF,JAX,875,4034.61,15733.11
ALB,ATL,2219,10234.08,39405.01
ALB,SYR,2023,10963.48,45042.0
IAD,DAL,2286,10757.07,44197.55
BUF,OAK,2751,12960.69,51909.4
SFO,ORF,2028,9188.42,33929.12
JFK,RSW,3140,15450.05,56597.87
MCI,SAN,1985,9886.24,35894.72
CLT,ONT,3075,15927.01,58535.0
DTW,BWI,1759,8306.16,30864.84
OGG,LAS,2978,15677.45,68681.93
EWR,MSP,3137,17237.62,72090.15
MSP,DFW,1920,9415.46,40818.4
MHT,TUS,595,2898.93,12629.2
ROC,RDU,3096,16910.81,72405.39
MIA,TUL,2650,12193.47,53488.49
SJU,SJC,1427,7190.64,30380.09
RDU,CVG,1788,9444.32,40998.53
MIA,MSP,2425,10929.89,44981.73
EWR,BDL,635,3185.78,11708.13
JFK,SLC,1547,8326.57,34564.06
DSM,BDL,2352,11149.27,47066.82
SAT,PDX,1190,5864.21,22040.49
BUR,RDU,1615,7349.0,31673.02
ALB,PIT,1803,8601.37,34154.37
GSO,MIA,3479,18268.04,73634.26
SYR,BNA,3219,17641.93,71290.74
PBI,PSP,1775,9128.81,33731.61
CLE,BDL,956,4970.89,21024.22
CLE,RIC,3322,17500.07,63254.09
LAX,CLT,1196,6411.64,25811.75
ANC,LIH,3385,18016.48,67753.21
MHT,TPA,1783,8800.97,32187.42
ABQ,SAT,2065,9448.06,36716.93
RNO,LAX,796,3607.99,13479.92
DFW,OKC,3238,17406.31,74549.12
BOI,ORD,3115,14243.13,61858.14
STL,MDW,1617,8043.22,30507.69
DAL,ROC,1094,5618.96,23155.94
BOI,IAD,1482,7659.63,28065.58
STL,DTW,3298,15247.87,55820.69
SEA,FLL,2923,14825.41,57590.88
SYR,CLE,2195,10398.98,45509.43
IND,MSP,3280,16297.52,71004.73
RDU,OKC,1521,7403.81,27634.07
PHL,MIA,903,4334.96,15869.22
SJU,BDL,2525,12710.49,49678.68
ABQ,OMA,1821,8320.52,33561.83
BUR,RDU,2530,13303.02,51366.78
ALB,ANC,2018,10662.33,45421.72
DSM,OMA,1148,5480.51,20077.59
RSW,PSP,2941,13981.68,53821.12
DEN,PHL,1465,7802.84,28798.92
ANC,HNL,2440,11598.13,47107.07
ABQ,PDX,2243,11374.31,42658.6
TUL,MIA,2967,14555.44,57376.91
ORD,CVG,837,4254.14,18184.91
ORD,AUS,840,4387.18,18226.63
PIT,LIH,2376,12079.57,46132.92
DFW,CHS,3343,18196.08,71306.13
SEA,DAL,2878,13421.88,55207.21
DSM,IAD,1110,5000.17,18819.37
BUR,PHL,2607,12905.52,47119.02
SFO,SLC,2455,11510.85,44784.56
SYR,OKC,2298,10828.17,41649.83
SFO,DFW,3071,13926.18,60019.26
AUS,ORF,3121,15792.29,65042.18
SAN,CLE,303,1618.7,6447.34
ANC,MIA,2605,14057.15,60275.14
TPA,PVD,393,1854.83,7207.92
PHX,RNO,1622,8738.93,33030.56
IND,PHL,853,4291.53,17740.83
RDU,HNL,2607,14287.92,60527.54
MHT,FLL,330,1646.3,6125.83
IAD,PIT,3491,17983.88,73219.15
BDL,MSP,2332,11558.87,45486.63
LIH,CLT,762,4102.56,16513.98
BUF,DTW,2704,14634.13,53848.06
ORD,OGG,3163,15742.47,61327.92
SAN,CLT,668,3557.2,14896.58
DAL,DFW,2239,10315.31,40929.89
MSY,ATL,1285,6139.36,24172.63
STL,SEA,3036,16347.58,61575.91
PDX,SAN,1028,5371.35,20908.18
RNO,PIT,3432,15490.7,66057.01
MDW,BUR,2626,12123.97,46794.38
HOU,PSP,2233,10836.6,39029.4
OKC,DFW,1216,5609.49,23588.91
RIC,LGA,579,2852.32,12339.24
ORD,PBI,1654,8565.01,36850.58
CVG,MSY,1526,7399.88,31576.65
PVD,SNA,1941,10634.9,38752.9
CLE,MSY,3228,16645.67,66477.3
SEA,SMF,1963,9122.85,37160.47
DSM,PVD,1142,6163.44,27064.86
OKC,RSW,1699,8571.56,34706.65
TPA,PHX,3222,15941.23,65421.4
ANC,PVD,1985,9798.35,41106.56
JAX,ROC,2438,12500.98,49291.25
BWI,PHX,2639,14008.58,60329.19
CVG,RDU,2056,10022.3,43386.55
AUS,DFW,2992,14235.19,56593.71
BUR,MCI,441,2054.92,7652.25
SFO,PBI,1641,7503.0,29099.36
GSO,ROC,1186,6288.69,26026.12
GRR,IAD,2538,13089.42,52552.94
BWI,DSM,1260,6018.44,22692.61
RDU,SNA,2408,13238.23,52929.53
ATL,MCI,2949,13646.12,55034.62
OMA,OGG,496,2395.2,9705.2
IAH,LAS,2116,10051.86,39169.01
LIH,RNO,2013,10150.7,41115.41
DFW,SLC,2092,10842.84,41243.59
HOU,CLT,2315,10472.22,43098.99
ALB,MDW,2379,12811.24,48259.55
ABQ,OGG,2264,11814.44,46921.81
ATL,BOI,2435,12192.31,49088.78
HOU,GSO,3430,18532.1,78047.78
SJC,PBI,2825,12986.96,55799.73
LAS,PIT,1238,5773.71,20874.31
HNL,MDW,2726,12420.17,46642.48
PDX,SAT,1976,9644.44,38518.11
LGA,MIA,3275,14910.74,58136.47
GSO,BUR,3335,17204.78,65919.7
IND,PIT,532,2857.16,10924.44
MDW,LIH,1335,6464.51,24460.67
RNO,BUR,2510,12018.01,47620.48
SMF,GRR,1070,5328.72,20334.14
SDF,RSW,500,2486.3,9679.53
PBI,CLT,1927,8854.58,31987.27
PVD,DAL,1415,7660.11,31683.96
SYR,TUS,2435,12458.15,46085.01
SAN,DCA,2890,13213.2,56970.35
PBI,AUS,870,4215.71,16789.22
BOS,OGG,2897,13128.32,50059.63
ANC,SMF,1820,9245.72,35046.81
ORD,SNA,729,3901.22,17102.4
LAS,CHS,3385,15665.23,64514.91
DTW,ORF,2703,14169.51,61270.72
MIA,PIT,3363,15508.11,65403.19
GSO,BUR,2037,10207.51,38681.77
STL,ORD,2567,13480.56,54262.96
PIT,ANC,1894,9106.1,33723.53
SYR,ELP,1059,4964.77,18094.28
IAD,SMF,456,2267.08,8591.31
RDU,LAS,3386,18071.07,79351.06
MIA,LAX,2075,9798.98,42919.56
TPA,BWI,1169,5828.45,24520.2
CVG,RDU,2331,11568.87,44418.35
GSO,BNA,1659,7569.91,28182.12
MKE,FLL,2370,12289.16,53024.88
MKE,MDW,1884,10310.88,38806.05
SDF,DSM,823,3808.73,16697.91
RSW,OMA,778,3901.45,14281.25
LIH,SAN,2387,11064.12,46535.56
PIT,SMF,492,2261.11,9121.88
BUR,PHL,1644,8999.44,35317.15
PDX,DCA,1351,6965.18,27110.15
ELP,MSP,538,2588.22,10873.19
BNA,CVG,2313,11884.32,50280.28
BWI,MSP,2508,12723.94,55864.67
LGA,BUR,2683,12134.99,50718.86
EWR,TUL,1603,7482.86,32739.78
PHX,OKC,994,4527.07,17869.75
IAH,EWR,3281,17134.71,72961.31
SMF,MHT,2800,12652.48,45767.84
BDL,DAL,553,2912.3,11136.94
SAT,SLC,2242,10293.64,40478.22
MIA,MDW,3035,15383.88,63060.35
BUF,AUS,1187,6206.98,26292.12
BOS,SLC,2434,13131.83,53819.48
TPA,LIH,1874,9241.55,39235.82
SNA,BOS,719,3594.71,13554.68
DFW,MKE,1537,7607.29,31562.63
JAX,ONT,1876,9878.72,40910.42
TUS,MSP,3237,15731.89,67888.31
ORD,BUR,2426,12003.72,46011.64
FLL,IND,341,1692.64,6823.81
PDX,PVD,1119,6007.5,25348.5
ATL,OMA,1070,5552.47,23792.83
AUS,ANC,782,4016.25,16603.45
BOS,CHS,3013,15925.51,65405.96
DTW,IND,3058,14658.07,54087.38
FLL,RNO,2207,11046.69,40467.29
BUR,PVD,3427,17767.4,64269.47
SAT,RIC,3113,15925.49,60989.85
BUF,STL,2910,14498.65,62689.34
TPA,DEN,1048,5488.0,22828.61
DSM,ROC,2228,11978.61,51654.8
SDF,STL,3441,18503.35,68168.54
CVG,CHS,2429,12665.1,52145.63
TUL,RDU,2471,12460.26,54278.75
SEA,MCI,2709,14246.3,61632.07
TPA,DAL,973,4777.39,19560.49
TUL,PBI,2470,12283.07,48969.21
BOI,ROC,3190,17045.42,69842.51
ELP,BDL,2849,13452.45,54118.55
BUF,TUL,1307,5884.34,25158.37
LGA,DTW,554,2644.5,10157.44
SJU,SNA,526,2869.48,10685.83
STL,BUR,3351,16548.33,71572.03
HOU,BUR,1069,5070.35,21677.72
GSO,JFK,1379,7294.75,28532.45
JFK,BOI,1017,5475.53,20363.68
CVG,SYR,3333,16484.19,71379.23
ELP,DSM,1758,9161.33,35239.51
SNA,JFK,2913,14296.18,53174.85
RNO,SDF,551,2787.34,11825.36
RIC,TPA,933,4933.95,18537.53
SNA,DFW,598,2844.13,11980.54
ABQ,MKE,422,1932.4,7949.94
BOI,RDU,3075,15793.04,58137.11
RDU,ALB,3252,15512.78,65764.73
ABQ,MIA,3298,17549.53,76782.52
MKE,RNO,3297,18048.05,72562.27
HOU,SAT,1522,7898.23,34137.69
ABQ,STL,1771,9574.35,39949.18
ELP,EWR,2599,12256.16,51399.13
TPA,SLC,1665,7667.28,30844.27
BOS,LIH,2813,12825.27,48373.13
BOS,SAN,2902,14897.69,57830.29
BNA,RIC,925,4277.29,18457.58
SAN,AUS,2338,12710.72,55191.77
MSP,OMA,1899,9507.54,41493.33
MDW,SFO,445,2386.65,10065.51
ALB,MHT,459,2215.06,9215.0
DEN,BDL,499,2598.93,10980.68
BUR,ORF,566,2900.97,11772.18
OGG,SAT,1544,7008.73,30264.1
HOU,TUL,2041,9619.47,40704.21
ORF,AUS,2660,11989.83,46718.47
PBI,MDW,2871,14705.18,63105.09
SLC,MCO,2623,13937.11,53938.55
CLT,ROC,2211,11823.03,47780.74
PHX,TPA,1577,7731.04,30257.22
BNA,SDF,374,1823.66,7987.24
BOI,PHL,695,3340.82,12043.67
SAT,STL,3421,18620.57,68744.99
LAS,HOU,443,2077.33,7761.33
MHT,MSY,1819,8307.35,32732.13
PHL,DTW,512,2438.81,10065.19
LAS,BOI,1969,10786.41,40236.41
BNA,SJU,1767,9197.62,34951.61
AUS,PHL,3121,16571.03,70050.99
ANC,HNL,2659,12163.54,44014.27
PHX,MSY,1344,6835.91,26425.94
CHS,MSP,300,1477.07,6212.76
GRR,STL,1561,7317.99,27246.58
SAT,BNA,1976,10088.38,37587.01
JFK,CLT,2979,13928.65,57987.38
DAL,SLC,635,3226.3,13731.67
PBI,MCO,1145,5364.44,22106.55
MCO,OKC,1901,10269.06,40438.67
ORD,MSP,2511,13264.55,56875.53
JFK,SLC,1167,6275.29,27342.26
JAX,HOU,728,3510.05,14140.69
ORF,LIH,3447,18529.63,69663.21
PHX,PSP,2951,15033.6,54484.02
DEN,DTW,1192,5631.32,24050.09
SFO,EWR,3276,17020.86,64533.06
IAD,MIA,1079,5011.33,19181.88
BDL,PSP,2226,11915.55,52253.13
MSY,SYR,1960,9346.43,33819.29
SJU,SEA,489,2280.7,8615.94
SAN,STL,725,3497.08,12969.51
LAX,ELP,3225,16579.72,68426.94
HOU,ROC,1277,5783.5,23498.18
RDU,OMA,756,3478.0,13308.9
MDW,AUS,2745,15084.54,56128.01
BNA,CHS,1837,9744.09,38038.13
PSP,MCO,842,4111.54,15170.91
SMF,FLL,2332,12343.98,54139.15
PSP,LAS,2202,11163.54,44414.49
OKC,RNO,2926,15900.61,65640.36
MDW,SMF,3495,16097.26,60488.9
OKC,CLE,2242,10503.88,40324.03
MSY,OGG,1188,6369.25,25201.1
HOU,ELP,2577,13090.69,52375.75
CLE,FLL,1593,7565.14,27410.22
OKC,DSM,2013,10755.85,44525.01
IAD,SDF,1019,4990.42,20958.9
MIA,MSY,2050,11046.99,41567.85
ROC,JFK,1926,10075.31,39423.08
MCO,RDU,1524,7773.83,32372.17
ONT,BUF,343,1847.48,7199.39
RDU,SYR,3253,14696.44,58002.74
DCA,ABQ,2937,15061.07,54422.79
ANC,RNO,1255,6104.74,24344.39
MSY,ABQ,2435,12240.52,46718.03
BDL,BOI,1187,5629.41,22969.41
DCA,GSO,3105,17073.14,74144.44
TUL,AUS,836,4578.03,19957.3
SAN,SJC,2932,13834.29,56617.43
PIT,ROC,1645,8606.47,32611.8
SEA,DSM,461,2103.34,7605.01
BUR,ANC,1234,6058.35,24121.88
MDW,DTW,2411,12091.86,49026.21
CLE,OKC,339,1546.75,5928.23
LGA,SEA,1185,5792.12,22226.92
BUF,LAX,3247,16091.95,69944.4
ANC,HNL,3453,17932.45,75897.41
TPA,FLL,2315,10903.92,40940.04
JFK,OAK,3399,17670.27,74434.12
TUS,OKC,2578,13025.08,49053.07
LIH,EWR,717,3563.58,14612.82
BUR,MIA,3118,17078.46,71678.85
LIH,GSO,1569,7527.96,28198.77
MCI,ALB,1989,10493.97,39125.27
ALB,SJC,2599,13890.75,57510.94
SJU,SFO,2902,13108.51,54706.31
PDX,TUS,3415,18381.7,76280.67
BOS,SEA,2503,12375.68,45924.72
SJC,BDL,3055,15530.9,63350.56
SMF,RDU,1118,5588.99,23769.03
SYR,DEN,669,3600.13,14043.95
BNA,SMF,1653,8561.71,35839.23
CHS,DEN,2360,12807.66,51622.27
MCO,BWI,821,3900.91,15250.62
SJU,MHT,1537,7583.43,32968.53
BWI,CHS,2218,10036.79,41120.16
JAX,MCI,2260,10749.05,44374.08
ORD,MSY,2218,11047.64,42420.49
PHL,SFO,1372,6815.0,29334.48
ORF,LIH,2586,12955.06,54675.03
OKC,STL,1928,9710.7,41883.18
AUS,LGA,3410,17410.76,65766.49
PVD,SLC,2842,13881.05,55718.57
TPA,RDU,562,2780.66,11277.57
RDU,CLT,3207,17462.61,66065.79
PIT,SAT,931,4681.34,18312.88
PSP,RSW,2345,10853.25,40177.67
MCO,TUL,1245,6118.1,24100.23
RDU,MCI,365,1851.63,7363.59
DFW,RNO,3256,16614.53,63015.61
DSM,DEN,1035,5436.32,21480.45
CLT,ELP,1739,9283.02,38565.84
AUS,DEN,1038,5368.56,21674.13
DEN,STL,2967,16034.09,66196.4
CLT,ROC,1271,6139.5,25924.51
RSW,SFO,1248,6521.35,23757.25
ANC,BWI,761,3902.19,15277.74
GSO,BUR,1174,5456.33,21870.26
SDF,ORD,703,3744.49,15530.81
JFK,RSW,1007,4903.4,21229.33
BOS,TUS,1706,7810.95,33356.77
DEN,STL,2728,14701.36,57550.42
PDX,PBI,358,1883.02,7423.3
MIA,FLL,2545,12839.74,50023.83
MCI,PHL,586,3081.61,13419.17
MCO,TUS,3119,16021.49,68406.27
FLL,SAN,1652,8408.67,31272.85
SJU,MIA,772,3908.46,15429.32
DSM,AUS,3177,14521.14,56836.97
LIH,RSW,1593,8526.37,32798.67
DTW,LAX,1892,8662.63,37367.31
MSP,ELP,1843,9741.19,42091.76
MCO,BUR,2757,15045.66,64472.0
SJU,SJC,2841,13419.83,50234.89
OGG,ORD,1329,6730.26,29159.11
MDW,RIC,3109,14825.23,56051.13
PVD,DEN,1617,7594.67,29072.78
MHT,OGG,2621,13332.11,52587.87
MHT,BWI,886,4095.32,15074.28
GSO,RDU,2295,11127.15,46207.55
DCA,DFW,1973,8912.69,37902.65
STL,OGG,449,2138.17,9009.93
ORD,GRR,1297,6461.53,23662.66
DTW,ELP,2460,13053.82,57226.13
BUR,ORD,2907,13506.75,56089.47
MSP,DAL,986,5390.54,21337.5
GSO,MHT,2284,10366.24,41896.37
DFW,CLT,2356,11416.94,48004.14
IAD,RSW,2441,11557.59,48113.35
SDF,MCO,3192,15226.44,58434.05
OKC,IAH,2688,13196.59,56648.25
ALB,JAX,610,3136.68,11504.09
PSP,RDU,2838,13646.1,52331.62
DAL,TPA,2535,11425.84,41865.16
PSP,RSW,2627,13182.76,55480.67
MCI,MIA,1322,6948.6,26790.83
MCI,MSP,2480,11998.9,45906.28
MDW,JAX,1714,8494.1,31140.45
FLL,LGA,3156,14502.76,54050.58
ELP,TUL,2509,13251.37,55605.63
LIH,SFO,3246,16716.63,66905.27
BNA,BWI,2717,14490.68,59036.83
MKE,LAX,774,3674.44,15056.91
HNL,PHX,1862,8415.96,35306.48
SFO,JFK,1205,5458.22,23242.19
DSM,OGG,3491,18919.64,79190.79
RSW,OAK,494,2299.27,9601.75
EWR,LAS,1671,8889.26,32384.12
BOS,STL,392,1998.04,7243.24
MSY,BNA,1893,10343.76,43595.58
DSM,LGA,820,4426.64,16439.38
SMF,SEA,3418,16029.56,61854.67
GRR,BDL,797,4029.44,16377.81
ANC,IAD,660,3538.04,13703.05
RSW,SJC,3273,16881.62,66607.76
ORF,BOS,631,2919.16,11274.3
RIC,BOS,903,4808.53,17883.98
MCO,CVG,1425,7135.74,27361.52
ROC,FLL,654,3040.84,11608.39
RDU,CVG,810,4249.26,16828.07
OGG,MDW,1653,8819.03,36043.76
EWR,AUS,3452,16371.31,69181.49
BOI,RDU,2535,13422.58,57010.32
PDX,ABQ,3418,16967.76,66317.74
CLE,LIH,2088,10812.83,46946.19
SYR,ABQ,1575,7886.04,34352.55
ORF,HNL,2960,14570.18,53568.95
DTW,MCO,2398,10808.02,47481.92
PIT,PBI,3452,18739.11,69943.87
CHS,DFW,1715,8185.81,30867.33
MCO,TUL,2999,14838.92,63303.91
ABQ,DEN,827,4472.33,18111.11
BOI,PHL,1536,7880.26,28925.61
SDF,IAH,3472,18312.85,78026.84
MIA,MSY,1398,7484.52,31037.78
SJU,RDU,2031,11010.4,46172.09
SAN,ALB,2452,11133.88,48170.4
TPA,SNA,506,2300.25,8446.51
SAN,DFW,1195,5635.62,20720.97
DFW,SEA,1874,9708.26,39248.47
LIH,DEN,1410,7503.66,30506.81
LIH,LAX,523,2518.24,10639.99
LAS,MCO,2139,11759.81,48137.58
PVD,TPA,901,4872.65,17683.64
STL,BOI,2045,9440.04,35115.43
CLT,ABQ,2884,13977.62,57690.99
DFW,ORD,745,3945.3,16133.56
PBI,CHS,1737,8261.53,29927.33
IAD,SAT,402,2160.94,9099.74
GRR,BWI,1435,6851.25,26020.77
SDF,DSM,515,2524.55,9337.76
OKC,DAL,1163,5235.07,20042.74
RNO,PHL,1329,6737.91,25316.63
MSP,CLT,1389,6750.86,26976.47
MHT,DTW,616,3090.69,11149.09
LGA,MCI,3438,16137.71,62598.58
SAN,SNA,3284,15848.0,62413.62
DFW,CHS,3387,17001.0,67768.64
PBI,MCI,3122,14604.87,64189.86
SMF,BOS,927,4571.8,18890.81
HNL,EWR,2253,11503.67,49751.69
PBI,RSW,1746,9161.94,33054.62
TUL,RSW,1058,5534.15,22497.04
MCI,ORF,844,4152.66,16963.17
DTW,ELP,2061,9763.56,39941.54
PVD,CVG,2961,15853.14,61181.41
EWR,ELP,1962,10032.51,37414.17
PBI,SAN,1453,6944.75,29849.21
HOU,SMF,2378,10881.9,40718.86
DTW,CHS,1853,8988.2,33412.05
BUR,TPA,2881,13115.91,48135.44
CLE,DCA,1833,9038.62,38276.05
OAK,OMA,2326,11135.66,41125.76
CVG,TUL,1341,6626.47,24967.2
LIH,JFK,383,1843.89,8091.11
PVD,ONT,2841,13246.97,48087.95
BWI,ONT,2249,11002.03,47707.55
CLE,ELP,3041,14634.22,53053.36
PSP,DCA,3076,16516.85,70164.2
RSW,ALB,1450,7213.01,27858.64
SJC,IAD,2603,12328.94,47566.67
SAT,LGA,1482,7472.28,28992.85
ROC,ORD,2211,11304.37,42119.71
DTW,OMA,3478,18862.73,78581.44
STL,IAH,2340,10930.51,46050.31
HOU,BUR,2429,12035.78,50502.56
HNL,RSW,2123,11292.21,40804.73
ROC,TUL,2158,11018.27,46671.37
SYR,IAH,2356,12770.12,50367.92
MSY,PSP,2480,12851.93,49980.03
ONT,BOS,566,2984.76,13056.91
TUL,FLL,2507,13678.49,58838.06
ORF,BNA,1232,6142.83,25130.47
DSM,PHL,1156,6209.14,22496.31
MCI,HOU,3043,15957.63,57521.71
SLC,ONT,2226,10187.21,43240.17
MSY,SLC,820,4149.17,17013.33
GSO,MCI,3211,17396.3,67820.76
SAT,ORD,751,3690.23,16199.12
